ind,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
11125,2012/3/23,2,1,3,2,0,5,1,1,0.54,0.5152,0.88,0.0896,12,20,32
11126,2012/4/9,2,1,4,1,0,1,1,1,0.46,0.4545,0.41,0.1343,4,12,16
11127,2011/7/3,3,0,7,3,0,0,0,3,0.68,0.6364,0.65,0.0896,8,25,33
11128,2011/1/17,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16
11129,2012/5/11,2,1,5,10,0,5,1,1,0.52,0.5,0.36,0.3284,69,141,210
11130,2011/7/1,3,0,7,6,0,5,1,1,0.62,0.6061,0.61,0.1343,11,97,108
11131,2011/10/9,4,0,10,3,0,0,0,1,0.44,0.4394,0.88,0,10,20,30
11132,2011/3/14,1,0,3,2,0,1,1,1,0.26,0.2879,0.65,0.0896,0,1,1
11133,2012/1/1,1,1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,4,10,14
11134,2012/9/15,3,1,9,22,0,6,0,1,0.56,0.5303,0.52,0,82,197,279
11135,2011/7/8,3,0,7,0,0,5,1,1,0.74,0.697,0.66,0.1045,6,41,47
11136,2012/7/8,3,1,7,16,0,0,0,2,0.8,0.803,0.66,0.2239,65,226,291
11137,2011/4/17,2,0,4,11,0,0,0,1,0.46,0.4545,0.41,0.4179,119,185,304
11138,2012/9/16,3,1,9,0,0,0,0,1,0.54,0.5152,0.64,0,28,123,151
11139,2012/4/6,2,1,4,5,0,5,1,1,0.32,0.303,0.53,0.3284,0,23,23
11140,2011/6/6,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137,173
11141,2011/12/26,1,0,12,11,1,1,0,1,0.34,0.2879,0.46,0.5821,40,51,91
11142,2012/7/13,3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0,59,204,263
11143,2012/12/17,4,1,12,18,0,1,1,2,0.4,0.4091,0.94,0.0896,14,493,507
11144,2012/12/19,4,1,12,0,0,3,1,1,0.3,0.3182,0.61,0,6,35,41
11145,2012/4/2,2,1,4,20,0,1,1,1,0.46,0.4545,0.31,0.1642,48,281,329
11146,2011/6/26,3,0,6,6,0,0,0,1,0.6,0.6061,0.64,0,7,13,20
11147,2011/7/22,3,0,7,1,0,5,1,1,0.8,0.7879,0.63,0,7,17,24
11148,2012/6/7,2,1,6,17,0,4,1,1,0.72,0.6515,0.34,0.2537,91,778,869
11149,2011/6/27,3,0,6,23,0,1,1,1,0.68,0.6364,0.69,0,16,65,81
11150,2011/5/25,2,0,5,3,0,3,1,1,0.54,0.5152,1,0.1343,0,9,9
11151,2011/2/6,1,0,2,7,0,0,0,1,0.24,0.2424,0.65,0.1642,0,8,8
11152,2011/10/18,4,0,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642,32,137,169
11153,2011/1/4,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,1,34,35
11154,2012/5/14,2,1,5,8,0,1,1,3,0.54,0.5152,0.88,0.2239,1,155,156
11155,2011/2/6,1,0,2,4,0,0,0,1,0.26,0.2273,0.6,0.3582,0,2,2
11156,2011/9/8,3,0,9,16,0,4,1,3,0.64,0.5606,0.94,0.2836,5,151,156
11157,2011/10/25,4,0,10,17,0,2,1,1,0.56,0.5303,0.37,0.1045,68,517,585
11158,2012/8/6,3,1,8,7,0,1,1,3,0.72,0.6818,0.7,0.194,14,393,407
11159,2011/9/8,3,0,9,20,0,4,1,2,0.62,0.5455,0.94,0.1642,6,83,89
11160,2012/3/24,2,1,3,14,0,6,0,3,0.52,0.5,0.88,0.3582,63,160,223
11161,2012/8/2,3,1,8,14,0,4,1,1,0.86,0.7879,0.41,0.1343,54,171,225
11162,2011/3/13,1,0,3,21,0,0,0,1,0.3,0.2879,0.56,0.2537,9,49,58
11163,2011/3/9,1,0,3,17,0,3,1,2,0.34,0.303,0.76,0.2985,18,176,194
11164,2011/11/1,4,0,11,18,0,2,1,1,0.42,0.4242,0.58,0.1045,39,421,460
11165,2012/10/11,4,1,10,5,0,4,1,1,0.36,0.3485,0.5,0.1642,0,42,42
11166,2012/1/30,1,1,1,3,0,1,1,1,0.24,0.2273,0.48,0.194,0,4,4
11167,2011/6/29,3,0,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179,78,492,570
11168,2011/7/16,3,0,7,3,0,6,0,1,0.6,0.5758,0.78,0.1343,6,20,26
11169,2011/10/20,4,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478,31,203,234
11170,2012/8/20,3,1,8,2,0,1,1,1,0.6,0.5606,0.83,0.1642,0,5,5
11171,2011/2/9,1,0,2,13,0,3,1,1,0.18,0.1667,0.4,0.2537,2,67,69
11172,2012/4/25,2,1,4,9,0,3,1,1,0.42,0.4242,0.54,0,33,288,321
11173,2012/6/16,2,1,6,23,0,6,0,1,0.6,0.6212,0.53,0.2985,49,134,183
11174,2012/4/10,2,1,4,3,0,2,1,1,0.36,0.3485,0.71,0.1343,0,2,2
11175,2011/7/6,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,0,6,6
11176,2011/6/25,3,0,6,19,0,6,0,1,0.72,0.6667,0.48,0.2836,121,254,375
11177,2012/5/25,2,1,5,21,0,5,1,1,0.7,0.6515,0.65,0.1343,62,193,255
11178,2012/1/12,1,1,1,21,0,4,1,1,0.44,0.4394,0.67,0.1343,12,162,174
11179,2011/4/22,2,0,4,23,0,5,1,3,0.32,0.3333,0.93,0.1045,0,17,17
11180,2011/4/10,2,0,4,17,0,0,0,2,0.52,0.5,0.72,0.194,84,152,236
11181,2012/1/21,1,1,1,8,0,6,0,2,0.16,0.1515,0.93,0.2537,3,22,25
11182,2011/4/2,2,0,4,1,0,6,0,1,0.26,0.2727,0.65,0.1343,4,28,32
11183,2011/4/11,2,0,4,0,0,1,1,1,0.48,0.4697,0.88,0.3284,7,16,23
11184,2012/3/6,1,1,3,11,0,2,1,1,0.26,0.2576,0.41,0.1642,20,110,130
11185,2011/11/14,4,0,11,18,0,1,1,1,0.56,0.5303,0.56,0.2836,29,460,489
11186,2012/5/4,2,1,5,0,0,5,1,1,0.6,0.5758,0.78,0.3284,19,70,89
11187,2011/5/9,2,0,5,21,0,1,1,1,0.52,0.5,0.59,0.1343,28,128,156
11188,2012/12/1,4,1,12,16,0,6,0,2,0.38,0.3939,0.66,0,89,354,443
11189,2012/5/13,2,1,5,14,0,0,0,1,0.7,0.6515,0.48,0.1343,228,324,552
11190,2012/1/7,1,1,1,14,0,6,0,1,0.5,0.4848,0.42,0.2836,156,356,512
11191,2012/11/21,4,1,11,22,0,3,1,1,0.34,0.3636,0.49,0,6,82,88
11192,2011/12/23,1,0,12,13,0,5,1,1,0.4,0.4091,0.5,0.4627,17,177,194
11193,2012/3/12,1,1,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,17,547,564
11194,2011/9/12,3,0,9,2,0,1,1,1,0.56,0.5303,0.88,0,2,0,2
11195,2012/1/31,1,1,1,8,0,2,1,1,0.26,0.2727,0.6,0.1045,14,498,512
11196,2011/6/16,2,0,6,2,0,4,1,1,0.6,0.6212,0.56,0.0896,1,4,5
11197,2011/8/8,3,0,8,20,0,1,1,1,0.8,0.7576,0.55,0,71,215,286
11198,2012/2/11,1,1,2,14,0,6,0,2,0.26,0.2424,0.81,0.2537,38,205,243
11199,2011/4/21,2,0,4,6,0,4,1,2,0.4,0.4091,0.58,0.5821,2,73,75
11200,2011/10/10,4,0,10,16,1,1,0,2,0.7,0.6364,0.45,0.0896,154,248,402
11201,2011/4/22,2,0,4,11,0,5,1,3,0.34,0.3333,0.66,0.194,23,83,106
11202,2011/3/15,1,0,3,6,0,2,1,1,0.22,0.2273,0.8,0.194,3,32,35
11203,2012/5/5,2,1,5,4,0,6,0,1,0.56,0.5303,0.88,0.1045,0,9,9
11204,2011/1/14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,0,17,17
11205,2012/3/13,1,1,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896,24,146,170
11206,2012/8/21,3,1,8,12,0,2,1,1,0.72,0.6515,0.45,0,79,226,305
11207,2011/6/10,2,0,6,6,0,5,1,1,0.66,0.6061,0.78,0.0896,10,94,104
11208,2012/8/17,3,1,8,13,0,5,1,1,0.84,0.2424,0.36,0.3881,103,254,357
11209,2012/9/7,3,1,9,17,0,5,1,1,0.78,0.7424,0.59,0.3284,88,684,772
11210,2011/7/9,3,0,7,2,0,6,0,1,0.64,0.5758,0.89,0.1642,12,43,55
11211,2012/10/21,4,1,10,20,0,0,0,1,0.48,0.4697,0.44,0.194,35,160,195
11212,2011/9/2,3,0,9,18,0,5,1,2,0.68,0.6364,0.65,0.194,50,305,355
11213,2011/3/8,1,0,3,13,0,2,1,2,0.38,0.3939,0.25,0.1045,25,73,98
11214,2012/2/28,1,1,2,13,0,2,1,1,0.36,0.3636,0.32,0.1045,16,174,190
11215,2012/10/22,4,1,10,16,0,1,1,1,0.62,0.6212,0.33,0.1642,80,444,524
11216,2012/9/8,3,1,9,8,0,6,0,1,0.7,0.6667,0.79,0.3284,33,197,230
11217,2011/9/30,4,0,9,14,0,5,1,2,0.64,0.6212,0.47,0.2985,93,173,266
11218,2012/5/14,2,1,5,18,0,1,1,2,0.58,0.5455,0.83,0,17,283,300
11219,2012/2/6,1,1,2,16,0,1,1,1,0.4,0.4091,0.43,0.2537,13,215,228
11220,2012/1/16,1,1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,3,46,49
11221,2012/2/27,1,1,2,6,0,1,1,1,0.24,0.2273,0.7,0.2537,1,89,90
11222,2012/1/17,1,1,1,10,0,2,1,3,0.3,0.2879,0.87,0.2537,1,61,62
11223,2011/1/4,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2
11224,2011/4/1,2,0,4,8,0,5,1,2,0.26,0.2424,0.87,0.2537,8,198,206
11225,2011/2/11,1,0,2,12,0,5,1,1,0.22,0.2273,0.47,0.1343,7,64,71
11226,2012/8/4,3,1,8,1,0,6,0,1,0.72,0.7121,0.84,0.194,23,99,122
11227,2012/2/18,1,1,2,19,0,6,0,1,0.44,0.4394,0.44,0.1642,38,150,188
11228,2012/9/11,3,1,9,16,0,2,1,1,0.7,0.6364,0.28,0.1343,99,437,536
11229,2012/5/17,2,1,5,2,0,4,1,1,0.6,0.5758,0.78,0.1642,8,8,16
11230,2012/6/16,2,1,6,9,0,6,0,1,0.6,0.6061,0.6,0.0896,88,279,367
11231,2012/3/8,1,1,3,2,0,4,1,1,0.46,0.4545,0.63,0.3881,6,5,11
11232,2011/8/9,3,0,8,23,0,2,1,1,0.76,0.6818,0.48,0.2836,22,53,75
11233,2012/10/25,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0.1343,13,122,135
11234,2011/5/8,2,0,5,19,0,0,0,1,0.56,0.5303,0.64,0,61,178,239
11235,2012/7/19,3,1,7,21,0,4,1,3,0.66,0.5909,0.89,0.2537,38,294,332
11236,2012/8/24,3,1,8,14,0,5,1,1,0.78,0.697,0.43,0.1045,109,229,338
11237,2011/2/6,1,0,2,14,0,0,0,1,0.34,0.3485,0.46,0.0896,47,114,161
11238,2011/5/5,2,0,5,13,0,4,1,1,0.54,0.5152,0.3,0.5821,50,142,192
11239,2012/6/17,2,1,6,11,0,0,0,1,0.62,0.6212,0.57,0.1045,196,350,546
11240,2012/7/7,3,1,7,10,0,6,0,1,0.92,0.8636,0.37,0.2239,100,225,325
11241,2012/7/22,3,1,7,21,0,0,0,1,0.7,0.6667,0.79,0.1045,88,257,345
11242,2011/5/31,2,0,5,1,0,2,1,1,0.68,0.6364,0.89,0.0896,8,9,17
11243,2012/11/4,4,1,11,12,0,0,0,1,0.38,0.3939,0.46,0.2239,150,354,504
11244,2012/5/22,2,1,5,20,0,2,1,1,0.64,0.6061,0.73,0.2537,54,319,373
11245,2011/5/6,2,0,5,7,0,5,1,1,0.4,0.4091,0.82,0,20,202,222
11246,2012/2/19,1,1,2,4,0,0,0,2,0.28,0.2576,0.41,0.3881,0,3,3
11247,2011/12/9,4,0,12,1,0,5,1,1,0.24,0.2879,0.65,0,2,12,14
11248,2011/5/21,2,0,5,23,0,6,0,1,0.58,0.5455,0.78,0.0896,42,103,145
11249,2011/5/30,2,0,5,0,1,1,0,1,0.64,0.5606,0.94,0.194,38,65,103
11250,2011/8/22,3,0,8,10,0,1,1,1,0.7,0.6515,0.48,0.2836,36,85,121
11251,2011/7/2,3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,78,123,201
11252,2012/5/22,2,1,5,13,0,2,1,2,0.64,0.6061,0.73,0,48,195,243
11253,2012/8/13,3,1,8,8,0,1,1,2,0.72,0.6667,0.51,0.0896,25,648,673
11254,2011/9/3,3,0,9,14,0,6,0,2,0.72,0.6818,0.66,0.1642,204,176,380
11255,2011/12/15,4,0,12,7,0,4,1,1,0.32,0.3182,0.7,0.194,6,252,258
11256,2011/8/20,3,0,8,2,0,6,0,1,0.62,0.5909,0.78,0,10,59,69
11257,2012/11/29,4,1,11,2,0,4,1,1,0.22,0.2727,0.64,0,1,6,7
11258,2012/1/16,1,1,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985,0,28,28
11259,2011/12/24,1,0,12,22,0,6,0,1,0.24,0.2879,0.52,0,8,12,20
11260,2011/1/16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18
11261,2012/8/22,3,1,8,0,0,3,1,1,0.62,0.5758,0.83,0.1045,9,46,55
11262,2011/12/7,4,0,12,21,0,3,1,3,0.3,0.2576,0.87,0.5224,0,6,6
11263,2012/9/5,3,1,9,10,0,3,1,2,0.76,0.7273,0.7,0.1642,54,181,235
11264,2011/1/8,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1
11265,2012/1/20,1,1,1,2,0,5,1,1,0.26,0.2727,0.48,0.1343,0,11,11
11266,2011/4/11,2,0,4,15,0,1,1,1,0.74,0.6667,0.48,0.5224,56,85,141
11267,2011/9/10,3,0,9,6,0,6,0,1,0.58,0.5455,0.94,0.1642,0,6,6
11268,2011/12/18,4,0,12,8,0,0,0,1,0.2,0.2576,0.69,0,1,31,32
11269,2011/4/17,2,0,4,10,0,0,0,1,0.42,0.4242,0.44,0.4478,91,120,211
11270,2011/1/1,1,0,1,22,0,6,0,2,0.4,0.4091,0.94,0.2239,11,17,28
11271,2012/1/11,1,1,1,9,0,3,1,2,0.2,0.2121,0.86,0.1343,7,218,225
11272,2012/3/22,2,1,3,5,0,4,1,2,0.48,0.4697,1,0.0896,2,32,34
11273,2012/9/4,3,1,9,20,0,2,1,1,0.74,0.697,0.7,0.2537,47,338,385
11274,2012/6/27,3,1,6,13,0,3,1,1,0.8,0.697,0.27,0.3284,77,244,321
11275,2011/10/23,4,0,10,3,0,0,0,1,0.34,0.3636,0.87,0,15,31,46
11276,2012/9/2,3,1,9,16,0,0,0,1,0.74,0.697,0.7,0,222,252,474
11277,2012/6/24,3,1,6,4,0,0,0,2,0.66,0.6212,0.65,0,4,9,13
11278,2011/12/14,4,0,12,22,0,3,1,1,0.34,0.3333,0.66,0.1642,5,99,104
11279,2012/6/21,3,1,6,6,0,4,1,2,0.7,0.6667,0.84,0.0896,3,147,150
11280,2012/12/24,1,1,12,14,0,1,1,3,0.24,0.2576,0.87,0.1045,13,33,46
11281,2011/10/9,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,186,228,414
11282,2011/1/5,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,0,2,2
11283,2011/1/2,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,65
11284,2012/2/15,1,1,2,1,0,3,1,1,0.34,0.3636,0.53,0,0,5,5
11285,2011/12/28,1,0,12,3,0,3,1,1,0.32,0.303,0.61,0.2537,0,4,4
11286,2011/11/20,4,0,11,12,0,0,0,2,0.5,0.4848,0.63,0.1343,70,234,304
11287,2012/7/19,3,1,7,22,0,4,1,3,0.66,0.5909,0.89,0.2537,6,62,68
11288,2011/12/23,1,0,12,1,0,5,1,3,0.4,0.4091,0.87,0.194,1,11,12
11289,2011/2/9,1,0,2,18,0,3,1,2,0.18,0.1667,0.47,0.2985,2,168,170
11290,2011/10/26,4,0,10,2,0,3,1,1,0.44,0.4394,0.67,0.1642,2,1,3
11291,2011/1/18,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0,0,83,83
11292,2011/11/7,4,0,11,12,0,1,1,1,0.46,0.4545,0.67,0,21,158,179
11293,2012/10/4,4,1,10,22,0,4,1,1,0.64,0.6212,0.47,0.1343,29,203,232
11294,2011/6/20,2,0,6,13,0,1,1,1,0.64,0.6061,0.65,0.1045,50,129,179
11295,2011/12/20,4,0,12,16,0,2,1,1,0.44,0.4394,0.54,0,20,218,238
11296,2011/3/21,2,0,3,20,0,1,1,1,0.56,0.5303,0.64,0.194,16,106,122
11297,2011/11/12,4,0,11,18,0,6,0,1,0.42,0.4242,0.58,0.194,53,150,203
11298,2011/7/31,3,0,7,9,0,0,0,1,0.8,0.7424,0.49,0,55,128,183
11299,2011/4/21,2,0,4,5,0,4,1,2,0.42,0.4242,0.54,0.5522,0,14,14
11300,2011/9/8,3,0,9,10,0,4,1,2,0.64,0.5606,0.94,0.1045,8,57,65
11301,2012/9/26,4,1,9,0,0,3,1,1,0.58,0.5455,0.64,0.2985,6,34,40
11302,2012/10/3,4,1,10,23,0,3,1,2,0.66,0.6061,0.78,0,21,199,220
11303,2011/9/20,3,0,9,11,0,2,1,3,0.56,0.5303,0.88,0.1642,8,48,56
11304,2011/3/3,1,0,3,10,0,4,1,1,0.18,0.1818,0.29,0.194,7,49,56
11305,2012/3/20,1,1,3,15,0,2,1,2,0.62,0.6061,0.69,0.1045,67,177,244
11306,2012/3/11,1,1,3,3,0,0,0,1,0.24,0.2424,0.6,0.1343,15,51,66
11307,2012/8/19,3,1,8,19,0,0,0,2,0.64,0.6061,0.73,0.1343,72,269,341
11308,2012/10/11,4,1,10,22,0,4,1,1,0.4,0.4091,0.66,0.1642,10,167,177
11309,2012/3/6,1,1,3,21,0,2,1,1,0.32,0.3182,0.49,0.194,5,143,148
11310,2011/1/17,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86
11311,2011/8/16,3,0,8,20,0,2,1,1,0.74,0.6667,0.51,0,48,232,280
11312,2011/4/22,2,0,4,0,0,5,1,1,0.36,0.3485,0.62,0.194,3,30,33
11313,2011/8/26,3,0,8,7,0,5,1,1,0.64,0.5758,0.83,0,3,263,266
11314,2011/7/6,3,0,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,50,113,163
11315,2011/4/19,2,0,4,1,0,2,1,1,0.46,0.4545,0.63,0.2239,5,2,7
11316,2011/6/10,2,0,6,12,0,5,1,1,0.84,0.7576,0.44,0.1343,40,167,207
11317,2011/1/12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56
11318,2011/1/30,1,0,1,12,0,0,0,1,0.3,0.3182,0.52,0.1045,10,87,97
11319,2012/6/22,3,1,6,13,0,5,1,1,0.88,0.803,0.39,0.2239,72,228,300
11320,2012/12/26,1,1,12,9,0,3,1,3,0.2,0.1818,0.86,0.3284,1,22,23
11321,2011/4/15,2,0,4,0,1,5,0,1,0.44,0.4394,0.67,0,6,21,27
11322,2011/5/7,2,0,5,0,0,6,0,1,0.42,0.4242,0.82,0.1343,10,76,86
11323,2011/7/30,3,0,7,12,0,6,0,1,0.84,0.7273,0.32,0.1642,111,230,341
11324,2011/12/27,1,0,12,10,0,2,1,2,0.32,0.3333,0.66,0.0896,13,47,60
11325,2012/2/11,1,1,2,2,0,6,0,3,0.26,0.2576,0.81,0.194,2,24,26
11326,2011/6/28,3,0,6,6,0,2,1,1,0.66,0.6061,0.83,0.1642,7,117,124
11327,2011/11/3,4,0,11,21,0,4,1,1,0.4,0.4091,0.76,0.1343,4,140,144
11328,2012/5/19,2,1,5,22,0,6,0,1,0.64,0.6212,0.47,0,104,234,338
11329,2011/8/23,3,0,8,5,0,2,1,1,0.54,0.5152,0.56,0.194,1,35,36
11330,2012/1/23,1,1,1,19,0,1,1,2,0.26,0.2576,0.93,0.1642,9,211,220
11331,2012/5/24,2,1,5,20,0,4,1,2,0.66,0.6212,0.69,0.2836,55,343,398
11332,2012/3/9,1,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,51,292,343
11333,2012/7/6,3,1,7,6,0,5,1,1,0.74,0.697,0.66,0.194,4,127,131
11334,2012/6/19,2,1,6,1,0,2,1,2,0.6,0.5758,0.78,0.1642,1,13,14
11335,2011/1/1,1,0,1,3,0,6,0,1,0.24,0.2879,0.75,0,3,10,13
11336,2011/6/24,3,0,6,3,0,5,1,1,0.66,0.6061,0.83,0.1642,1,4,5
11337,2012/9/25,4,1,9,8,0,2,1,1,0.48,0.4697,0.67,0.194,41,764,805
11338,2011/3/18,1,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,55,63,118
11339,2012/9/29,4,1,9,4,0,6,0,1,0.52,0.5,0.59,0.2537,6,8,14
11340,2011/8/22,3,0,8,11,0,1,1,1,0.72,0.6515,0.34,0.3284,46,85,131
11341,2011/4/14,2,0,4,21,0,4,1,1,0.46,0.4545,0.63,0.1343,19,126,145
11342,2012/12/3,4,1,12,15,0,1,1,1,0.6,0.6212,0.56,0,58,210,268
11343,2012/2/14,1,1,2,23,0,2,1,2,0.36,0.3636,0.5,0.0896,2,55,57
11344,2011/6/2,2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,33,106,139
11345,2012/11/4,4,1,11,17,0,0,0,1,0.36,0.3485,0.43,0.194,57,270,327
11346,2011/11/9,4,0,11,16,0,3,1,1,0.52,0.5,0.48,0.194,24,257,281
11347,2011/12/6,4,0,12,20,0,2,1,3,0.46,0.4545,1,0.2985,3,107,110
11348,2012/4/17,2,1,4,17,0,2,1,1,0.64,0.6061,0.25,0.2985,108,673,781
11349,2012/12/6,4,1,12,19,0,4,1,1,0.26,0.2576,0.6,0.194,13,360,373
11350,2011/10/24,4,0,10,7,0,1,1,2,0.38,0.3939,0.94,0.1045,11,274,285
11351,2011/5/15,2,0,5,4,0,0,0,2,0.52,0.5,1,0,5,8,13
11352,2011/2/13,1,0,2,10,0,0,0,1,0.3,0.2727,0.45,0.3284,19,86,105
11353,2011/1/14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,2,34,36
11354,2011/3/3,1,0,3,0,0,4,1,1,0.24,0.197,0.3,0.4627,3,10,13
11355,2012/1/12,1,1,1,17,0,4,1,1,0.46,0.4545,0.63,0.1642,23,472,495
11356,2011/9/13,3,0,9,18,0,2,1,1,0.7,0.6515,0.61,0.1642,67,472,539
11357,2012/2/22,1,1,2,20,0,3,1,2,0.44,0.4394,0.47,0.194,25,249,274
11358,2011/1/10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18
11359,2011/5/2,2,0,5,10,0,1,1,2,0.54,0.5152,0.77,0.2239,31,77,108
11360,2011/11/11,4,0,11,6,1,5,0,1,0.28,0.2576,0.45,0.3284,0,46,46
11361,2011/6/18,2,0,6,0,0,6,0,1,0.62,0.5606,0.88,0.1343,21,83,104
11362,2011/12/21,1,0,12,4,0,3,1,2,0.36,0.3788,0.71,0,0,2,2
11363,2011/9/18,3,0,9,12,0,0,0,1,0.54,0.5152,0.64,0.1343,135,229,364
11364,2011/9/3,3,0,9,15,0,6,0,1,0.72,0.6818,0.7,0.1642,187,201,388
11365,2012/6/7,2,1,6,20,0,4,1,1,0.66,0.6212,0.36,0.2985,76,402,478
11366,2012/9/14,3,1,9,8,0,5,1,2,0.6,0.5758,0.78,0.1642,51,715,766
11367,2012/1/19,1,1,1,11,0,4,1,1,0.16,0.1667,0.55,0.1642,6,93,99
11368,2012/3/25,2,1,3,15,0,0,0,2,0.44,0.4394,0.88,0.194,139,282,421
11369,2012/10/20,4,1,10,4,0,6,0,1,0.44,0.4394,0.72,0,9,9,18
11370,2011/2/9,1,0,2,15,0,3,1,2,0.2,0.1818,0.34,0.2836,3,61,64
11371,2012/5/23,2,1,5,19,0,3,1,2,0.62,0.5758,0.83,0.1642,40,336,376
11372,2011/8/1,3,0,8,5,0,1,1,1,0.66,0.6061,0.83,0.1045,2,24,26
11373,2012/6/29,3,1,6,10,0,5,1,1,0.9,0.8333,0.39,0.2985,32,139,171
11374,2011/9/5,3,0,9,18,1,1,0,1,0.66,0.5909,0.89,0.0896,31,92,123
11375,2011/2/19,1,0,2,18,0,6,0,1,0.36,0.3182,0.25,0.4478,21,67,88
11376,2012/6/29,3,1,6,20,0,5,1,1,0.92,0.8939,0.42,0.2537,53,255,308
11377,2012/12/9,4,1,12,7,0,0,0,3,0.4,0.4091,0.87,0.2239,1,22,23
11378,2012/12/28,1,1,12,13,0,5,1,2,0.3,0.303,0.49,0.1343,76,146,222
11379,2011/9/5,3,0,9,10,1,1,0,2,0.7,0.6515,0.7,0.1642,107,137,244
11380,2012/12/25,1,1,12,9,1,2,0,2,0.24,0.2576,0.87,0,7,21,28
11381,2012/7/2,3,1,7,16,0,1,1,1,0.84,0.7424,0.36,0.2836,61,304,365
11382,2011/12/12,4,0,12,9,0,1,1,2,0.18,0.2121,0.74,0.0896,12,208,220
11383,2012/11/22,4,1,11,23,1,4,0,1,0.3,0.3333,0.7,0,8,28,36
11384,2012/9/28,4,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.2537,94,286,380
11385,2012/9/19,3,1,9,12,0,3,1,1,0.6,0.6212,0.43,0.2537,53,260,313
11386,2011/8/25,3,0,8,1,0,4,1,1,0.68,0.6364,0.69,0.3881,4,11,15
11387,2012/4/6,2,1,4,13,0,5,1,1,0.44,0.4394,0.33,0.3284,173,238,411
11388,2011/10/4,4,0,10,10,0,2,1,1,0.48,0.4697,0.67,0.2836,19,107,126
11389,2012/5/24,2,1,5,8,0,4,1,1,0.62,0.5909,0.73,0.1343,33,659,692
11390,2012/9/12,3,1,9,0,0,3,1,1,0.52,0.5,0.72,0.1045,8,41,49
11391,2011/12/10,4,0,12,0,0,6,0,2,0.26,0.2727,0.81,0.1045,11,66,77
11392,2012/12/30,1,1,12,10,0,0,0,1,0.26,0.2121,0.41,0.5821,31,91,122
11393,2011/9/19,3,0,9,3,0,1,1,2,0.5,0.4848,0.77,0.1343,1,4,5
11394,2012/5/13,2,1,5,5,0,0,0,1,0.52,0.5,0.72,0.194,4,8,12
11395,2012/7/20,3,1,7,12,0,5,1,3,0.68,0.6364,0.83,0.1642,41,233,274
11396,2011/11/18,4,0,11,7,0,5,1,1,0.22,0.2273,0.44,0.1642,5,211,216
11397,2012/12/5,4,1,12,12,0,3,1,1,0.44,0.4394,0.41,0.2836,24,208,232
11398,2011/7/6,3,0,7,11,0,3,1,2,0.72,0.697,0.74,0,24,103,127
11399,2011/6/10,2,0,6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,29,423,452
11400,2011/7/28,3,0,7,16,0,4,1,1,0.86,0.803,0.47,0.1642,42,214,256
11401,2011/9/19,3,0,9,6,0,1,1,1,0.5,0.4848,0.77,0.2239,6,107,113
11402,2012/3/30,2,1,3,7,0,5,1,1,0.32,0.3182,0.57,0.1642,9,280,289
11403,2011/10/15,4,0,10,14,0,6,0,1,0.6,0.6212,0.33,0.4627,242,230,472
11404,2012/7/31,3,1,7,12,0,2,1,1,0.8,0.7273,0.46,0,50,198,248
11405,2011/10/8,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0,45,104,149
11406,2011/5/21,2,0,5,20,0,6,0,1,0.62,0.6061,0.61,0,84,164,248
